fw,step,temp,richness,stability,biomass
1.0,1.0,294.65,20.0,4.2644078197855475e-6,0.48018821223237396
1.0,2.0,291.2026315789474,19.0,3.1277909263026525e-8,2.566318569716403
1.0,3.0,296.7552631578947,18.0,0.00034742127804107106,2.976052398259062
1.0,4.0,293.30789473684206,18.0,1.5211415981870004e-8,2.5762036532540935
1.0,5.0,298.86052631578946,18.0,9.309340459962211e-11,2.8929926514242976
1.0,6.0,295.4131578947368,16.0,0.0004657616109418301,2.7250145181690772
1.0,7.0,300.9657894736842,16.0,0.00025948687172972206,2.8479902376359183
1.0,8.0,297.51842105263154,16.0,0.0004204524760809981,2.66697866303051
1.0,9.0,303.07105263157894,16.0,2.411443070837324e-10,2.884587764823659
1.0,10.0,299.6236842105263,16.0,0.00034569803306808643,2.7916091028952157
1.0,11.0,305.1763157894737,16.0,4.944186319186581e-11,2.830463261309748
1.0,12.0,301.728947368421,16.0,0.00021242655120564093,2.870206529051262
1.0,13.0,307.2815789473684,15.0,8.476092150072214e-13,2.6631429244544074
1.0,14.0,303.83421052631576,15.0,1.4046381105156134e-11,2.878703411692287
1.0,15.0,309.38684210526316,15.0,4.343587296081505e-11,2.3599679998718077
1.0,16.0,305.9394736842105,15.0,7.035573099620792e-12,2.779428312587158
1.0,17.0,311.4921052631579,10.0,1.6538121295568082e-15,1.9126052683415646
1.0,18.0,308.04473684210524,10.0,4.900313596040424e-12,2.5687590531449285
1.0,19.0,313.5973684210526,10.0,5.228259778284124e-12,1.6000958335227613
1.0,20.0,310.15,10.0,4.549391785403987e-12,2.142313899852885
2.0,1.0,294.65,28.0,2.7301204584268253e-5,2.550132415087479
2.0,2.0,291.2026315789474,27.0,4.876048384585983e-7,4.517344734218893
2.0,3.0,296.7552631578947,27.0,8.363813295730741e-5,5.0870099369516275
2.0,4.0,293.30789473684206,26.0,1.19983026564025e-9,4.726304251024939
2.0,5.0,298.86052631578946,26.0,6.565608135050027e-5,5.044736302411494
2.0,6.0,295.4131578947368,26.0,9.50303391513717e-5,4.8291526087176715
2.0,7.0,300.9657894736842,26.0,8.921213835251927e-11,4.990326246199313
2.0,8.0,297.51842105263154,26.0,7.623190441473952e-5,4.9973851894500605
2.0,9.0,303.07105263157894,26.0,8.372388979325793e-11,4.724559371735377
2.0,10.0,299.6236842105263,26.0,5.611836608579514e-5,5.046033118741266
2.0,11.0,305.1763157894737,25.0,1.8267505651982897e-9,4.233324659367098
2.0,12.0,301.728947368421,25.0,2.805969295569635e-11,4.871548533036575
2.0,13.0,307.2815789473684,23.0,2.2260383530690602e-5,3.542225813081669
2.0,14.0,303.83421052631576,23.0,1.0331803121503476e-11,4.476554064725273
2.0,15.0,309.38684210526316,20.0,8.106437244305921e-16,3.0077965141248235
2.0,16.0,305.9394736842105,20.0,1.1434857373098473e-11,3.8770659889456147
2.0,17.0,311.4921052631579,13.0,1.4693777620799494e-15,2.4850832031199412
2.0,18.0,308.04473684210524,13.0,4.900311976784074e-12,3.3393867690884065
2.0,19.0,313.5973684210526,13.0,5.228262202844795e-12,2.080124583579589
2.0,20.0,310.15,13.0,4.54939376576259e-12,2.7850080698087503
3.0,1.0,294.65,17.0,0.00011136352594885128,0.5440246666427547
3.0,2.0,291.2026315789474,17.0,9.24377693429355e-8,1.5223210792132769
3.0,3.0,296.7552631578947,17.0,0.0002238103520770195,1.8340107050144958
3.0,4.0,293.30789473684206,17.0,2.418716780810043e-9,1.6658990042272959
3.0,5.0,298.86052631578946,17.0,0.00016662152709084963,1.9013835016140614
3.0,6.0,295.4131578947368,17.0,0.00027492538181871946,1.775239270370057
3.0,7.0,300.9657894736842,17.0,0.00011546450082518259,1.9228611330244663
3.0,8.0,297.51842105263154,17.0,0.00019990144279309618,1.8631688177030845
3.0,9.0,303.07105263157894,17.0,2.3598203390770265e-11,1.8816188367453182
3.0,10.0,299.6236842105263,17.0,0.00014567758326269607,1.9154735510689713
3.0,11.0,305.1763157894737,17.0,7.744580594950323e-10,1.767971317654699
3.0,12.0,301.728947368421,17.0,9.726622350321977e-5,1.9151141654686001
3.0,13.0,307.2815789473684,15.0,2.232214502881974e-11,1.6124119463911712
3.0,14.0,303.83421052631576,15.0,4.244663128390182e-11,1.8441700484236772
3.0,15.0,309.38684210526316,14.0,1.8261780045479933e-8,1.412873910639386
3.0,16.0,305.9394736842105,14.0,3.360649977574288e-9,1.6813617845673139
3.0,17.0,311.4921052631579,6.0,9.183457062593782e-16,1.1474954029291342
3.0,18.0,308.04473684210524,6.0,4.900309413162774e-12,1.5412554318869571
3.0,19.0,313.5973684210526,6.0,5.228256747599761e-12,0.9600575001136569
3.0,20.0,310.15,6.0,4.549394461225175e-12,1.2853883399117307
4.0,1.0,294.65,21.0,0.0012582818827821108,0.6339347287570436
4.0,2.0,291.2026315789474,19.0,0.00017547275695897565,2.397987666965523
4.0,3.0,296.7552631578947,19.0,0.00011858062939714395,2.7605510977734884
4.0,4.0,293.30789473684206,18.0,0.00019742056943766674,2.567094136439521
4.0,5.0,298.86052631578946,18.0,0.00010300233600755271,2.7288431640083344
4.0,6.0,295.4131578947368,18.0,0.00013078986162647096,2.5833896724611267
4.0,7.0,300.9657894736842,17.0,0.0001157777627111733,2.738025319935914
4.0,8.0,297.51842105263154,17.0,0.00012382907271646392,2.536474325967249
4.0,9.0,303.07105263157894,17.0,2.392555662637639e-10,2.5503095764344312
4.0,10.0,299.6236842105263,17.0,8.746449159790281e-5,2.598018700599551
4.0,11.0,305.1763157894737,17.0,3.1217779158944064e-12,2.3931945737634424
4.0,12.0,301.728947368421,17.0,1.541208486062137e-10,2.595479915433419
4.0,13.0,307.2815789473684,14.0,1.6781687359621818e-15,2.1513112012943183
4.0,14.0,303.83421052631576,14.0,1.3242254904268787e-11,2.5088839730022294
4.0,15.0,309.38684210526316,14.0,2.249957055411769e-12,1.8703940648576372
4.0,16.0,305.9394736842105,14.0,9.211912271818433e-12,2.2989167213487254
4.0,17.0,311.4921052631579,8.0,2.292734709059291e-16,1.5297119065520168
4.0,18.0,308.04473684210524,8.0,4.90030954992425e-12,2.0550072425159427
4.0,19.0,313.5973684210526,8.0,5.228256951481483e-12,1.280076666818209
