eutrophication,temp,repeat,persistence
1.0,285.15,30.0,0.4666666666666667
1.0,287.15,1.0,0.6
1.0,287.15,2.0,0.9666666666666667
1.0,287.15,3.0,0.5
1.0,287.15,4.0,0.4666666666666667
1.0,287.15,5.0,0.5
1.0,287.15,6.0,0.6333333333333333
1.0,287.15,7.0,0.43333333333333335
1.0,287.15,8.0,0.4666666666666667
1.0,287.15,9.0,0.5
1.0,287.15,10.0,0.36666666666666664
1.0,287.15,11.0,0.5666666666666667
1.0,287.15,12.0,0.26666666666666666
1.0,287.15,13.0,0.36666666666666664
1.0,287.15,14.0,0.5333333333333333
1.0,287.15,15.0,0.5
1.0,287.15,16.0,0.7
1.0,287.15,17.0,0.5333333333333333
1.0,287.15,18.0,0.5666666666666667
1.0,287.15,19.0,0.5
1.0,287.15,20.0,0.36666666666666664
1.0,287.15,21.0,0.5
1.0,287.15,22.0,0.6333333333333333
1.0,287.15,23.0,0.6666666666666666
1.0,287.15,24.0,0.43333333333333335
1.0,287.15,25.0,0.6
1.0,287.15,26.0,0.5
1.0,287.15,27.0,0.4666666666666667
1.0,287.15,28.0,0.7333333333333333
1.0,287.15,29.0,0.6333333333333333
1.0,287.15,30.0,0.4666666666666667
1.0,289.15,1.0,0.6
1.0,289.15,2.0,0.9666666666666667
1.0,289.15,3.0,0.5
1.0,289.15,4.0,0.4666666666666667
1.0,289.15,5.0,0.5
1.0,289.15,6.0,0.6333333333333333
1.0,289.15,7.0,0.43333333333333335
1.0,289.15,8.0,0.4666666666666667
1.0,289.15,9.0,0.5
1.0,289.15,10.0,0.36666666666666664
1.0,289.15,11.0,0.5666666666666667
1.0,289.15,12.0,0.26666666666666666
1.0,289.15,13.0,0.36666666666666664
1.0,289.15,14.0,0.5333333333333333
1.0,289.15,15.0,0.5
1.0,289.15,16.0,0.7
1.0,289.15,17.0,0.5333333333333333
1.0,289.15,18.0,0.5666666666666667
1.0,289.15,19.0,0.5
1.0,289.15,20.0,0.36666666666666664
1.0,289.15,21.0,0.5
1.0,289.15,22.0,0.6333333333333333
1.0,289.15,23.0,0.6666666666666666
1.0,289.15,24.0,0.43333333333333335
1.0,289.15,25.0,0.6
1.0,289.15,26.0,0.5
1.0,289.15,27.0,0.4666666666666667
1.0,289.15,28.0,0.7333333333333333
1.0,289.15,29.0,0.6333333333333333
1.0,289.15,30.0,0.4666666666666667
1.0,291.15,1.0,0.6
1.0,291.15,2.0,0.9666666666666667
1.0,291.15,3.0,0.5
1.0,291.15,4.0,0.4666666666666667
1.0,291.15,5.0,0.5
1.0,291.15,6.0,0.6333333333333333
1.0,291.15,7.0,0.43333333333333335
1.0,291.15,8.0,0.4666666666666667
1.0,291.15,9.0,0.5
1.0,291.15,10.0,0.36666666666666664
1.0,291.15,11.0,0.5666666666666667
1.0,291.15,12.0,0.26666666666666666
1.0,291.15,13.0,0.36666666666666664
1.0,291.15,14.0,0.5333333333333333
1.0,291.15,15.0,0.5
1.0,291.15,16.0,0.7
1.0,291.15,17.0,0.5333333333333333
1.0,291.15,18.0,0.5666666666666667
1.0,291.15,19.0,0.5
1.0,291.15,20.0,0.36666666666666664
1.0,291.15,21.0,0.5
1.0,291.15,22.0,0.6666666666666666
1.0,291.15,23.0,0.6666666666666666
1.0,291.15,24.0,0.43333333333333335
1.0,291.15,25.0,0.6
1.0,291.15,26.0,0.5
1.0,291.15,27.0,0.4666666666666667
1.0,291.15,28.0,0.7333333333333333
1.0,291.15,29.0,0.6333333333333333
1.0,291.15,30.0,0.4666666666666667
1.0,293.15,1.0,0.6
1.0,293.15,2.0,0.9666666666666667
1.0,293.15,3.0,0.5
1.0,293.15,4.0,0.4666666666666667
1.0,293.15,5.0,0.5
1.0,293.15,6.0,0.6333333333333333
1.0,293.15,7.0,0.43333333333333335
1.0,293.15,8.0,0.4666666666666667
1.0,293.15,9.0,0.5
1.0,293.15,10.0,0.36666666666666664
1.0,293.15,11.0,0.6
1.0,293.15,12.0,0.26666666666666666
1.0,293.15,13.0,0.36666666666666664
1.0,293.15,14.0,0.5666666666666667
1.0,293.15,15.0,0.5
1.0,293.15,16.0,0.7
1.0,293.15,17.0,0.5333333333333333
1.0,293.15,18.0,0.5666666666666667
1.0,293.15,19.0,0.5
1.0,293.15,20.0,0.36666666666666664
1.0,293.15,21.0,0.5
1.0,293.15,22.0,0.7333333333333333
1.0,293.15,23.0,0.6666666666666666
1.0,293.15,24.0,0.43333333333333335
1.0,293.15,25.0,0.6
1.0,293.15,26.0,0.5
1.0,293.15,27.0,0.5
1.0,293.15,28.0,0.7333333333333333
1.0,293.15,29.0,0.6333333333333333
1.0,293.15,30.0,0.4666666666666667
1.0,295.15,1.0,0.6
1.0,295.15,2.0,0.9666666666666667
1.0,295.15,3.0,0.5
1.0,295.15,4.0,0.4666666666666667
1.0,295.15,5.0,0.5
1.0,295.15,6.0,0.6333333333333333
1.0,295.15,7.0,0.43333333333333335
1.0,295.15,8.0,0.4666666666666667
1.0,295.15,9.0,0.5
1.0,295.15,10.0,0.36666666666666664
1.0,295.15,11.0,0.6
1.0,295.15,12.0,0.26666666666666666
1.0,295.15,13.0,0.36666666666666664
1.0,295.15,14.0,0.5666666666666667
1.0,295.15,15.0,0.5
1.0,295.15,16.0,0.7
1.0,295.15,17.0,0.5333333333333333
1.0,295.15,18.0,0.5666666666666667
1.0,295.15,19.0,0.5
1.0,295.15,20.0,0.36666666666666664
1.0,295.15,21.0,0.5
1.0,295.15,22.0,0.7333333333333333
1.0,295.15,23.0,0.6666666666666666
1.0,295.15,24.0,0.43333333333333335
1.0,295.15,25.0,0.6
1.0,295.15,26.0,0.5333333333333333
1.0,295.15,27.0,0.5333333333333333
1.0,295.15,28.0,0.7333333333333333
1.0,295.15,29.0,0.6333333333333333
1.0,295.15,30.0,0.4666666666666667
1.0,297.15,1.0,0.6
1.0,297.15,2.0,0.9666666666666667
1.0,297.15,3.0,0.5
1.0,297.15,4.0,0.4666666666666667
1.0,297.15,5.0,0.5
1.0,297.15,6.0,0.6333333333333333
1.0,297.15,7.0,0.43333333333333335
1.0,297.15,8.0,0.4666666666666667
1.0,297.15,9.0,0.5
1.0,297.15,10.0,0.36666666666666664
1.0,297.15,11.0,0.6
1.0,297.15,12.0,0.3
1.0,297.15,13.0,0.36666666666666664
1.0,297.15,14.0,0.5666666666666667
1.0,297.15,15.0,0.5
1.0,297.15,16.0,0.7
1.0,297.15,17.0,0.5333333333333333
1.0,297.15,18.0,0.5666666666666667
1.0,297.15,19.0,0.5333333333333333
1.0,297.15,20.0,0.36666666666666664
1.0,297.15,21.0,0.5
1.0,297.15,22.0,0.7333333333333333
1.0,297.15,23.0,0.6666666666666666
1.0,297.15,24.0,0.43333333333333335
1.0,297.15,25.0,0.6
1.0,297.15,26.0,0.5333333333333333
1.0,297.15,27.0,0.5666666666666667
1.0,297.15,28.0,0.7333333333333333
1.0,297.15,29.0,0.6333333333333333
1.0,297.15,30.0,0.4666666666666667
1.0,299.15,1.0,0.6
1.0,299.15,2.0,0.9666666666666667
1.0,299.15,3.0,0.5
1.0,299.15,4.0,0.4666666666666667
1.0,299.15,5.0,0.5
1.0,299.15,6.0,0.6333333333333333
1.0,299.15,7.0,0.43333333333333335
1.0,299.15,8.0,0.4666666666666667
1.0,299.15,9.0,0.5
1.0,299.15,10.0,0.36666666666666664
1.0,299.15,11.0,0.6
1.0,299.15,12.0,0.3333333333333333
1.0,299.15,13.0,0.4
1.0,299.15,14.0,0.5666666666666667
1.0,299.15,15.0,0.5
1.0,299.15,16.0,0.7
1.0,299.15,17.0,0.5333333333333333
1.0,299.15,18.0,0.5666666666666667
1.0,299.15,19.0,0.5333333333333333
1.0,299.15,20.0,0.36666666666666664
1.0,299.15,21.0,0.5
1.0,299.15,22.0,0.7333333333333333
1.0,299.15,23.0,0.7333333333333333
1.0,299.15,24.0,0.43333333333333335
1.0,299.15,25.0,0.6
1.0,299.15,26.0,0.5333333333333333
1.0,299.15,27.0,0.5666666666666667
1.0,299.15,28.0,0.7333333333333333
1.0,299.15,29.0,0.6333333333333333
1.0,299.15,30.0,0.4666666666666667
1.0,301.15,1.0,0.6
1.0,301.15,2.0,0.9666666666666667
1.0,301.15,3.0,0.5
1.0,301.15,4.0,0.4666666666666667
1.0,301.15,5.0,0.5
1.0,301.15,6.0,0.6333333333333333
1.0,301.15,7.0,0.43333333333333335
1.0,301.15,8.0,0.4666666666666667
1.0,301.15,9.0,0.5
1.0,301.15,10.0,0.36666666666666664
1.0,301.15,11.0,0.6
1.0,301.15,12.0,0.3333333333333333
1.0,301.15,13.0,0.36666666666666664
1.0,301.15,14.0,0.5666666666666667
1.0,301.15,15.0,0.5
1.0,301.15,16.0,0.7
1.0,301.15,17.0,0.5333333333333333
1.0,301.15,18.0,0.5666666666666667
1.0,301.15,19.0,0.5666666666666667
1.0,301.15,20.0,0.36666666666666664
1.0,301.15,21.0,0.5
1.0,301.15,22.0,0.7333333333333333
1.0,301.15,23.0,0.7666666666666667
1.0,301.15,24.0,0.43333333333333335
1.0,301.15,25.0,0.6
1.0,301.15,26.0,0.5333333333333333
1.0,301.15,27.0,0.5666666666666667
1.0,301.15,28.0,0.7333333333333333
1.0,301.15,29.0,0.6333333333333333
1.0,301.15,30.0,0.4666666666666667
1.0,303.15,1.0,0.6
1.0,303.15,2.0,0.9666666666666667
1.0,303.15,3.0,0.5
1.0,303.15,4.0,0.4666666666666667
1.0,303.15,5.0,0.5
1.0,303.15,6.0,0.6333333333333333
1.0,303.15,7.0,0.4
1.0,303.15,8.0,0.4666666666666667
1.0,303.15,9.0,0.5
1.0,303.15,10.0,0.36666666666666664
1.0,303.15,11.0,0.6
1.0,303.15,12.0,0.3333333333333333
1.0,303.15,13.0,0.36666666666666664
1.0,303.15,14.0,0.5666666666666667
1.0,303.15,15.0,0.5
1.0,303.15,16.0,0.7
1.0,303.15,17.0,0.5333333333333333
1.0,303.15,18.0,0.5666666666666667
1.0,303.15,19.0,0.5666666666666667
1.0,303.15,20.0,0.36666666666666664
1.0,303.15,21.0,0.5
1.0,303.15,22.0,0.7333333333333333
1.0,303.15,23.0,0.7666666666666667
1.0,303.15,24.0,0.43333333333333335
1.0,303.15,25.0,0.6
1.0,303.15,26.0,0.5
1.0,303.15,27.0,0.5666666666666667
1.0,303.15,28.0,0.7333333333333333
1.0,303.15,29.0,0.6333333333333333
1.0,303.15,30.0,0.4666666666666667
1.0,305.15,1.0,0.5666666666666667
1.0,305.15,2.0,0.9666666666666667
1.0,305.15,3.0,0.5
1.0,305.15,4.0,0.4666666666666667
1.0,305.15,5.0,0.5
1.0,305.15,6.0,0.6333333333333333
1.0,305.15,7.0,0.43333333333333335
1.0,305.15,8.0,0.4666666666666667
1.0,305.15,9.0,0.5
1.0,305.15,10.0,0.36666666666666664
1.0,305.15,11.0,0.6
1.0,305.15,12.0,0.3333333333333333
1.0,305.15,13.0,0.36666666666666664
1.0,305.15,14.0,0.5666666666666667
1.0,305.15,15.0,0.5
1.0,305.15,16.0,0.7
1.0,305.15,17.0,0.5333333333333333
1.0,305.15,18.0,0.5666666666666667
1.0,305.15,19.0,0.5666666666666667
1.0,305.15,20.0,0.43333333333333335
1.0,305.15,21.0,0.5
1.0,305.15,22.0,0.7333333333333333
1.0,305.15,23.0,0.7666666666666667
1.0,305.15,24.0,0.43333333333333335
1.0,305.15,25.0,0.6333333333333333
1.0,305.15,26.0,0.5
1.0,305.15,27.0,0.5333333333333333
1.0,305.15,28.0,0.7333333333333333
1.0,305.15,29.0,0.6333333333333333
1.0,305.15,30.0,0.4666666666666667
1.0,307.15,1.0,0.5333333333333333
1.0,307.15,2.0,0.9666666666666667
1.0,307.15,3.0,0.5
1.0,307.15,4.0,0.4666666666666667
1.0,307.15,5.0,0.5
1.0,307.15,6.0,0.6333333333333333
1.0,307.15,7.0,0.43333333333333335
1.0,307.15,8.0,0.4666666666666667
1.0,307.15,9.0,0.5
1.0,307.15,10.0,0.36666666666666664
1.0,307.15,11.0,0.6
1.0,307.15,12.0,0.3
1.0,307.15,13.0,0.36666666666666664
1.0,307.15,14.0,0.5666666666666667
1.0,307.15,15.0,0.5
1.0,307.15,16.0,0.7
1.0,307.15,17.0,0.5333333333333333
1.0,307.15,18.0,0.5666666666666667
1.0,307.15,19.0,0.5333333333333333
1.0,307.15,20.0,0.43333333333333335
1.0,307.15,21.0,0.5
1.0,307.15,22.0,0.7333333333333333
1.0,307.15,23.0,0.7666666666666667
1.0,307.15,24.0,0.43333333333333335
1.0,307.15,25.0,0.6
1.0,307.15,26.0,0.5
1.0,307.15,27.0,0.5333333333333333
1.0,307.15,28.0,0.7333333333333333
1.0,307.15,29.0,0.6333333333333333
1.0,307.15,30.0,0.4666666666666667
1.0,309.15,1.0,0.5333333333333333
1.0,309.15,2.0,0.9666666666666667
1.0,309.15,3.0,0.5
1.0,309.15,4.0,0.4666666666666667
1.0,309.15,5.0,0.5
1.0,309.15,6.0,0.6333333333333333
1.0,309.15,7.0,0.43333333333333335
1.0,309.15,8.0,0.4666666666666667
1.0,309.15,9.0,0.5
1.0,309.15,10.0,0.3333333333333333
1.0,309.15,11.0,0.5666666666666667
1.0,309.15,12.0,0.3
1.0,309.15,13.0,0.36666666666666664
1.0,309.15,14.0,0.5333333333333333
1.0,309.15,15.0,0.5
1.0,309.15,16.0,0.7
1.0,309.15,17.0,0.5333333333333333
1.0,309.15,18.0,0.5666666666666667
1.0,309.15,19.0,0.5
1.0,309.15,20.0,0.43333333333333335
1.0,309.15,21.0,0.5
1.0,309.15,22.0,0.7666666666666667
1.0,309.15,23.0,0.7
1.0,309.15,24.0,0.43333333333333335
1.0,309.15,25.0,0.6
1.0,309.15,26.0,0.5
1.0,309.15,27.0,0.5333333333333333
1.0,309.15,28.0,0.7333333333333333
1.0,309.15,29.0,0.6333333333333333
1.0,309.15,30.0,0.4666666666666667
1.0,311.15,1.0,0.5333333333333333
1.0,311.15,2.0,0.9666666666666667
1.0,311.15,3.0,0.5
1.0,311.15,4.0,0.4666666666666667
1.0,311.15,5.0,0.5
1.0,311.15,6.0,0.6333333333333333
1.0,311.15,7.0,0.43333333333333335
1.0,311.15,8.0,0.4666666666666667
1.0,311.15,9.0,0.5
1.0,311.15,10.0,0.3333333333333333
1.0,311.15,11.0,0.5666666666666667
1.0,311.15,12.0,0.3
1.0,311.15,13.0,0.36666666666666664
1.0,311.15,14.0,0.5333333333333333
1.0,311.15,15.0,0.5
1.0,311.15,16.0,0.7
1.0,311.15,17.0,0.5
1.0,311.15,18.0,0.5666666666666667
1.0,311.15,19.0,0.5
1.0,311.15,20.0,0.4666666666666667
1.0,311.15,21.0,0.5
1.0,311.15,22.0,0.7666666666666667
1.0,311.15,23.0,0.7
1.0,311.15,24.0,0.43333333333333335
1.0,311.15,25.0,0.6
1.0,311.15,26.0,0.5
1.0,311.15,27.0,0.5
1.0,311.15,28.0,0.7333333333333333
1.0,311.15,29.0,0.6666666666666666
1.0,311.15,30.0,0.4666666666666667
1.0,313.15,1.0,0.5333333333333333
1.0,313.15,2.0,0.9666666666666667
1.0,313.15,3.0,0.5
1.0,313.15,4.0,0.4666666666666667
1.0,313.15,5.0,0.5
1.0,313.15,6.0,0.6333333333333333
1.0,313.15,7.0,0.43333333333333335
1.0,313.15,8.0,0.43333333333333335
1.0,313.15,9.0,0.5
1.0,313.15,10.0,0.3333333333333333
1.0,313.15,11.0,0.5666666666666667
1.0,313.15,12.0,0.3
1.0,313.15,13.0,0.36666666666666664
1.0,313.15,14.0,0.5333333333333333
1.0,313.15,15.0,0.5
1.0,313.15,16.0,0.7
1.0,313.15,17.0,0.5
1.0,313.15,18.0,0.5666666666666667
1.0,313.15,19.0,0.5
1.0,313.15,20.0,0.4666666666666667
1.0,313.15,21.0,0.5
1.0,313.15,22.0,0.7666666666666667
1.0,313.15,23.0,0.7
1.0,313.15,24.0,0.43333333333333335
1.0,313.15,25.0,0.6
1.0,313.15,26.0,0.5
1.0,313.15,27.0,0.4666666666666667
1.0,313.15,28.0,0.7333333333333333
1.0,313.15,29.0,0.6
1.0,313.15,30.0,0.4666666666666667
10.0,273.15,1.0,0.5
10.0,273.15,2.0,0.26666666666666666
10.0,273.15,3.0,0.36666666666666664
10.0,273.15,4.0,0.5
10.0,273.15,5.0,0.4666666666666667
10.0,273.15,6.0,0.6
10.0,273.15,7.0,0.5
10.0,273.15,8.0,0.5
10.0,273.15,9.0,0.5
10.0,273.15,10.0,0.36666666666666664
10.0,273.15,11.0,0.3333333333333333
10.0,273.15,12.0,0.26666666666666666
10.0,273.15,13.0,0.3333333333333333
10.0,273.15,14.0,0.5333333333333333
10.0,273.15,15.0,0.23333333333333334
10.0,273.15,16.0,0.6666666666666666
10.0,273.15,17.0,0.5
10.0,273.15,18.0,0.5333333333333333
10.0,273.15,19.0,0.26666666666666666
10.0,273.15,20.0,0.26666666666666666
10.0,273.15,21.0,0.1
10.0,273.15,22.0,0.0
10.0,273.15,23.0,0.13333333333333333
10.0,273.15,24.0,0.13333333333333333
10.0,273.15,25.0,0.5666666666666667
10.0,273.15,26.0,0.5
10.0,273.15,27.0,0.13333333333333333
10.0,273.15,28.0,0.7333333333333333
10.0,273.15,29.0,0.5
10.0,273.15,30.0,0.06666666666666667
10.0,275.15,1.0,0.5
10.0,275.15,2.0,0.3
10.0,275.15,3.0,0.36666666666666664
10.0,275.15,4.0,0.5
10.0,275.15,5.0,0.4666666666666667
10.0,275.15,6.0,0.6
10.0,275.15,7.0,0.5
10.0,275.15,8.0,0.5
10.0,275.15,9.0,0.5
10.0,275.15,10.0,0.36666666666666664
10.0,275.15,11.0,0.3333333333333333
10.0,275.15,12.0,0.2
10.0,275.15,13.0,0.36666666666666664
10.0,275.15,14.0,0.5666666666666667
10.0,275.15,15.0,0.23333333333333334
10.0,275.15,16.0,0.6666666666666666
10.0,275.15,17.0,0.5
10.0,275.15,18.0,0.5333333333333333
10.0,275.15,19.0,0.26666666666666666
10.0,275.15,20.0,0.26666666666666666
10.0,275.15,21.0,0.1
10.0,275.15,22.0,0.0
10.0,275.15,23.0,0.13333333333333333
10.0,275.15,24.0,0.13333333333333333
10.0,275.15,25.0,0.5666666666666667
10.0,275.15,26.0,0.5
10.0,275.15,27.0,0.13333333333333333
10.0,275.15,28.0,0.7333333333333333
10.0,275.15,29.0,0.5
10.0,275.15,30.0,0.13333333333333333
10.0,277.15,1.0,0.5
10.0,277.15,2.0,0.26666666666666666
10.0,277.15,3.0,0.43333333333333335
10.0,277.15,4.0,0.5
10.0,277.15,5.0,0.4666666666666667
10.0,277.15,6.0,0.6
10.0,277.15,7.0,0.5
10.0,277.15,8.0,0.4666666666666667
10.0,277.15,9.0,0.5
10.0,277.15,10.0,0.36666666666666664
10.0,277.15,11.0,0.3333333333333333
10.0,277.15,12.0,0.2
10.0,277.15,13.0,0.36666666666666664
10.0,277.15,14.0,0.5666666666666667
10.0,277.15,15.0,0.23333333333333334
10.0,277.15,16.0,0.6666666666666666
10.0,277.15,17.0,0.5
10.0,277.15,18.0,0.6
10.0,277.15,19.0,0.3
10.0,277.15,20.0,0.26666666666666666
10.0,277.15,21.0,0.1
10.0,277.15,22.0,0.0
10.0,277.15,23.0,0.13333333333333333
10.0,277.15,24.0,0.13333333333333333
10.0,277.15,25.0,0.6
10.0,277.15,26.0,0.5
10.0,277.15,27.0,0.3
10.0,277.15,28.0,0.7333333333333333
10.0,277.15,29.0,0.5
10.0,277.15,30.0,0.16666666666666666
10.0,279.15,1.0,0.5666666666666667
10.0,279.15,2.0,0.4
10.0,279.15,3.0,0.4666666666666667
