s1,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s2,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s3,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s4,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s5,s50,s6,s7,s8,s9
1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.75,1.0,1.0,3.333333333333333,1.0,3.0,1.0,2.0,2.8,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.111111111111111,2.6666666666666665,3.011904761904762,3.9474206349206344,3.5579365079365077,3.9298941798941796,3.0,1.0,2.0,2.0,3.6975661375661377,1.0,2.0,2.0,3.057017543859649,3.0,4.697566137566138,1.0,3.8392857142857144,1.0,2.0,4.60881283068783,2.0,2.0,2.0,2.0
