fw,step,temp,richness,stability,biomass
1.0,1.0,282.5083218349817,26.0,0.005062397134782844,4.25331202088618
1.0,2.0,285.389271701606,23.0,0.00038728896156193387,2.253033400990699
1.0,3.0,289.90659499117237,23.0,2.5235157004239432e-6,2.567810679879444
1.0,4.0,285.1174690466247,23.0,0.0003630507487931455,2.144762826882305
1.0,5.0,291.5647460560945,23.0,6.538309439863794e-7,2.696476767766211
1.0,6.0,289.38485692434733,23.0,2.0196255169980926e-7,2.5235152906780227
1.0,7.0,295.5467620855703,23.0,0.00019680204342058385,2.901768816600847
1.0,8.0,290.32484735152156,23.0,9.299856131184131e-8,2.6023738099966827
1.0,9.0,299.1141655882478,21.0,5.827175979793587e-9,2.8536900753880903
1.0,10.0,293.8047295117515,21.0,0.00016819920244859774,2.671748313741802
1.0,11.0,301.2390657116117,20.0,2.997162379583384e-10,2.714604023845827
1.0,12.0,297.3307777696708,20.0,0.00015110129310550078,2.8221640251913334
1.0,13.0,303.52448799861753,18.0,4.999865110022207e-11,2.5541132979118553
1.0,14.0,301.14059282652596,18.0,5.366349600956271e-12,2.657900151293224
1.0,15.0,306.6412519467504,17.0,1.2465883731394585e-9,2.240383213251826
1.0,16.0,305.2921435010437,17.0,1.4433338550292784e-9,2.3889509668475943
1.0,17.0,310.8890672521302,14.0,1.1133417759889927e-6,1.616007884087106
1.0,18.0,305.32750447448217,14.0,7.057414521105793e-8,2.3139800045141117
1.0,19.0,311.40694068260166,8.0,7.971760985295597e-16,1.5410701535303561
1.0,20.0,314.1443338770534,8.0,4.93329111659068e-12,1.222757515045227
2.0,1.0,282.5083218349817,30.0,4.858473747638566e-5,1.57730411863468
2.0,2.0,285.389271701606,28.0,3.3838725826581626e-8,5.389641255023873
2.0,3.0,289.90659499117237,28.0,0.0001500861019539327,5.57541294005817
2.0,4.0,285.1174690466247,28.0,2.680321199729474e-9,5.357481848797601
2.0,5.0,291.5647460560945,28.0,5.131406424902552e-10,5.700125934626422
2.0,6.0,289.38485692434733,27.0,9.318871010752726e-10,5.541323466954231
2.0,7.0,295.5467620855703,27.0,7.652858498610233e-5,5.6555972220842206
2.0,8.0,290.32484735152156,27.0,0.0001580957560434046,5.412682443548938
2.0,9.0,299.1141655882478,27.0,3.1902699518306255e-11,5.456932213666933
2.0,10.0,293.8047295117515,27.0,9.38115723788751e-5,5.642932136215434
2.0,11.0,301.2390657116117,26.0,2.106765068574639e-12,5.177761220550753
2.0,12.0,297.3307777696708,26.0,3.173603798039514e-10,5.482397646254207
2.0,13.0,303.52448799861753,26.0,4.297770630825102e-11,4.656981657453708
2.0,14.0,301.14059282652596,26.0,2.0515134732139296e-12,5.1191064618850195
2.0,15.0,306.6412519467504,25.0,1.2734179298025171e-5,3.7348213266459056
2.0,16.0,305.2921435010437,25.0,5.176149080265672e-8,4.137696337431169
2.0,17.0,310.8890672521302,21.0,1.1026512365356493e-8,2.620073792167565
2.0,18.0,305.32750447448217,21.0,1.2370124969353076e-11,4.040879958123769
2.0,19.0,311.40694068260166,13.0,1.3716510633778339e-15,2.503203589639887
2.0,20.0,314.1443338770534,13.0,4.933288520055248e-12,1.986980961948494
3.0,1.0,282.5083218349817,28.0,0.0003190367982365207,0.4605759025830756
3.0,2.0,285.389271701606,22.0,0.0003260504128947458,2.394351446033013
3.0,3.0,289.90659499117237,22.0,0.0002815842944470584,2.3470648017254008
3.0,4.0,285.1174690466247,22.0,0.00034518759485674925,1.9734207703160267
3.0,5.0,291.5647460560945,22.0,8.308830822425665e-9,2.463624031042637
3.0,6.0,289.38485692434733,22.0,0.0002850789719570204,2.3083783245105645
3.0,7.0,295.5467620855703,22.0,0.00015613627474813442,2.6704463561144878
3.0,8.0,290.32484735152156,22.0,0.00027691195773788625,2.3775685655306926
3.0,9.0,299.1141655882478,22.0,0.00010378980525962408,2.67790234721157
3.0,10.0,293.8047295117515,22.0,6.572583683463061e-10,2.596677207846713
3.0,11.0,301.2390657116117,20.0,1.3870552396723841e-12,2.5702787736072117
3.0,12.0,297.3307777696708,20.0,0.0001352548910909551,2.4882998821409745
3.0,13.0,303.52448799861753,20.0,1.7922738112989112e-11,2.325446214473504
3.0,14.0,301.14059282652596,20.0,7.260709875977989e-10,2.4735842007978213
3.0,15.0,306.6412519467504,17.0,1.2993502120579454e-14,1.9952398804709883
3.0,16.0,305.2921435010437,17.0,1.0744909364805053e-11,2.001542382270416
3.0,17.0,310.8890672521302,16.0,4.317885837206686e-7,1.4156520401732011
3.0,18.0,305.32750447448217,16.0,7.4318016589374496e-9,1.9542196121083237
3.0,19.0,311.40694068260166,7.0,1.147772948350954e-15,1.3486972885209296
3.0,20.0,314.1443338770534,7.0,4.933292035851139e-12,1.0699128256645736
4.0,1.0,282.5083218349817,27.0,0.006774634110752682,0.6293923351663098
4.0,2.0,285.389271701606,24.0,1.2631893333836907e-5,2.44272903362728
4.0,3.0,289.90659499117237,24.0,1.5987860719145172e-8,2.799778264315199
4.0,4.0,285.1174690466247,24.0,0.0002739321131097642,2.4816313936844505
4.0,5.0,291.5647460560945,24.0,4.1683948743005146e-8,2.8663606590712347
4.0,6.0,289.38485692434733,24.0,1.2747850588610964e-9,2.767878194477918
4.0,7.0,295.5467620855703,23.0,0.00019687734459411564,2.9626052858899556
4.0,8.0,290.32484735152156,23.0,1.360179500135164e-8,2.7846262846099967
4.0,9.0,299.1141655882478,22.0,0.00012952013427902973,2.8408553897211952
4.0,10.0,293.8047295117515,22.0,0.00025681727062012945,2.7881331751441327
4.0,11.0,301.2390657116117,20.0,8.168119844430552e-9,2.702466456155768
4.0,12.0,297.3307777696708,20.0,0.00015824689309492025,2.640054732859987
4.0,13.0,303.52448799861753,17.0,8.194371395197978e-7,2.3667927148403094
4.0,14.0,301.14059282652596,17.0,1.7520304450050467e-8,2.431775774217326
4.0,15.0,306.6412519467504,14.0,1.5051601442154835e-15,1.9652768878233078
4.0,16.0,305.2921435010437,14.0,6.873499565559302e-12,2.0810498599763543
4.0,17.0,310.8890672521302,13.0,1.5477125717760884e-8,1.4129110221510357
4.0,18.0,305.32750447448217,13.0,1.2106023934007154e-11,2.0856763821331348
4.0,19.0,311.40694068260166,7.0,1.2087591053851522e-15,1.3482112823009662
4.0,20.0,314.1443338770534,7.0,4.933292035851139e-12,1.0699128256645736
5.0,1.0,282.5083218349817,27.0,2.7670181444841205e-5,9.255128467791618
5.0,2.0,285.389271701606,19.0,2.8854094014907828e-8,4.836801441367534
5.0,3.0,289.90659499117237,19.0,1.7828712779077364e-9,3.698842124652146
5.0,4.0,285.1174690466247,19.0,1.553381432002379e-8,3.8085378809904205
5.0,5.0,291.5647460560945,19.0,1.595382273272334e-11,3.5632510397394426
5.0,6.0,289.38485692434733,19.0,3.503796062198769e-10,3.7239402479406274
5.0,7.0,295.5467620855703,17.0,0.00020324002892901723,3.147659701894382
5.0,8.0,290.32484735152156,17.0,3.514830998760359e-10,3.529818986650721
5.0,9.0,299.1141655882478,16.0,0.00010593225877268281,2.7825936281384522
5.0,10.0,293.8047295117515,16.0,0.00022619571060460107,3.163591902974345
5.0,11.0,301.2390657116117,16.0,4.1048162067422555e-10,2.5410589503534218
5.0,12.0,297.3307777696708,16.0,0.00014840920977751172,2.9048693453924046
5.0,13.0,303.52448799861753,16.0,1.779058569791766e-10,2.312314254205183
5.0,14.0,301.14059282652596,16.0,4.162816382582873e-10,2.5484233941074685
5.0,15.0,306.6412519467504,15.0,4.317995691062272e-11,1.9938276954723115
5.0,16.0,305.2921435010437,15.0,5.522793809831676e-12,2.1394620664550197
5.0,17.0,310.8890672521302,14.0,1.3341823260697332e-6,1.4136656486799615
5.0,18.0,305.32750447448217,14.0,7.602234520163852e-9,2.036846705600772
5.0,19.0,311.40694068260166,7.0,9.132611736739885e-16,1.3483913549173012
5.0,20.0,314.1443338770534,7.0,4.933292035851139e-12,1.0699128256645736
6.0,1.0,282.5083218349817,28.0,3.7396045031644295e-6,2.8689137552283004
6.0,2.0,285.389271701606,25.0,0.0003154502152304647,3.4457808083828163
6.0,3.0,289.90659499117237,25.0,0.0002571709603386732,3.6044506318422114
6.0,4.0,285.1174690466247,25.0,0.000345690567258392,3.340239186597003
6.0,5.0,291.5647460560945,24.0,2.6070554481737934e-8,3.639846947772135
6.0,6.0,289.38485692434733,24.0,0.00028264219135007695,3.5695743815154666
6.0,7.0,295.5467620855703,24.0,1.607643335028145e-9,3.6979752602176514
6.0,8.0,290.32484735152156,24.0,0.00026642076969278305,3.615860362655201
6.0,9.0,299.1141655882478,23.0,1.7690400514717043e-12,3.547475920541219
6.0,10.0,293.8047295117515,23.0,5.902867026630985e-9,3.650900763735785
6.0,11.0,301.2390657116117,23.0,2.5401473203521815e-9,3.29334723329689
6.0,12.0,297.3307777696708,23.0,0.00021466373826563268,3.62705938601375
6.0,13.0,303.52448799861753,21.0,1.0106813484896814e-7,2.9049054622642614
6.0,14.0,301.14059282652596,21.0,1.7732967421427398e-9,3.2675591805998874
6.0,15.0,306.6412519467504,19.0,1.720427691966405e-7,2.504768496903787
6.0,16.0,305.2921435010437,19.0,1.1531867127896652e-7,2.655941793761488
6.0,17.0,310.8890672521302,17.0,1.0236841221591256e-6,1.8181420211042125
6.0,18.0,305.32750447448217,17.0,2.9792562866603253e-7,2.591328977091252
6.0,19.0,311.40694068260166,9.0,6.794206658742085e-16,1.7337486679173002
6.0,20.0,314.1443338770534,9.0,4.933290341056164e-12,1.3756022044258804
7.0,1.0,282.5083218349817,24.0,1.4361712902476645e-5,2.6159543158349714
7.0,2.0,285.389271701606,19.0,5.6193716865807986e-6,2.0952900026254397
7.0,3.0,289.90659499117237,19.0,6.372580738620803e-7,1.8986934428347777
7.0,4.0,285.1174690466247,19.0,0.00046810379629677303,1.7219131265334897
7.0,5.0,291.5647460560945,19.0,3.1672808911257156e-8,1.9137938195229045
7.0,6.0,289.38485692434733,19.0,1.2144563095097664e-7,1.8873344400254402
7.0,7.0,295.5467620855703,15.0,3.362789980768309e-11,1.797786572610998
7.0,8.0,290.32484735152156,15.0,1.6623856007055283e-9,1.6942489155574096
7.0,9.0,299.1141655882478,13.0,1.8237237684789552e-11,1.7057744746323078
7.0,10.0,293.8047295117515,13.0,3.741862272785963e-9,1.6919598644763207
7.0,11.0,301.2390657116117,13.0,2.9294625149322196e-11,1.6720749454545543
7.0,12.0,297.3307777696708,13.0,0.00022509040980476995,1.7557351211253407
7.0,13.0,303.52448799861753,13.0,4.634627736474601e-11,1.538811466848542
7.0,14.0,301.14059282652596,13.0,1.3736538350843339e-11,1.6752791596279193
7.0,15.0,306.6412519467504,12.0,1.1146941596909567e-15,1.3728054970963117
7.0,16.0,305.2921435010437,12.0,7.496142544737389e-12,1.4344921850756926
7.0,17.0,310.8890672521302,12.0,3.1672132653704536e-8,1.0103955128702546
7.0,18.0,305.32750447448217,12.0,7.872724776446604e-12,1.4339417534484742
7.0,19.0,311.40694068260166,5.0,1.3640579621407643e-15,0.9632139005125272
7.0,20.0,314.1443338770534,5.0,4.933291276111532e-12,0.7642234469032668
8.0,1.0,282.5083218349817,29.0,0.003342744509145543,2.7486773567820046
8.0,2.0,285.389271701606,23.0,0.00046710788364634617,2.2787993884088222
8.0,3.0,289.90659499117237,23.0,0.0003932400390476942,2.1577397675480254
8.0,4.0,285.1174690466247,23.0,0.0004805397192165546,1.784994266589503
8.0,5.0,291.5647460560945,23.0,0.00036372848826623697,2.2706137726781326
8.0,6.0,289.38485692434733,23.0,0.0003982680185126605,2.1189660183977677
8.0,7.0,295.5467620855703,23.0,2.827225749281822e-7,2.4759278739493076
8.0,8.0,290.32484735152156,23.0,0.0003815006867033189,2.187589249129411
8.0,9.0,299.1141655882478,22.0,0.0001928008648068365,2.5335950108197465
8.0,10.0,293.8047295117515,22.0,1.1513392974988169e-6,2.3855015467765845
8.0,11.0,301.2390657116117,21.0,0.00012139849884544763,2.473289727086732
8.0,12.0,297.3307777696708,21.0,0.00022262581690306825,2.4757565716497565
8.0,13.0,303.52448799861753,20.0,1.588508428100683e-5,2.330603385567158
8.0,14.0,301.14059282652596,19.0,0.00013788814114150822,2.452178858594921
8.0,15.0,306.6412519467504,17.0,3.4647550426894303e-11,1.9851826583137862
8.0,16.0,305.2921435010437,16.0,3.0627020646118152e-15,2.1216526642322564
8.0,17.0,310.8890672521302,12.0,3.369882091769327e-8,1.414926470268184
8.0,18.0,305.32750447448217,12.0,5.386387728958919e-9,1.9879841285054958
8.0,19.0,311.40694068260166,7.0,1.1476692048279527e-15,1.3485714429555926
8.0,20.0,314.1443338770534,7.0,4.933292035851139e-12,1.0699128256645736
9.0,1.0,282.5083218349817,28.0,0.009053964048157748,0.5887162089900971
9.0,2.0,285.389271701606,25.0,0.0006714486516309807,2.3311573352849977
9.0,3.0,289.90659499117237,24.0,0.0005170990626483238,2.54523600197823
9.0,4.0,285.1174690466247,24.0,0.0005392175833406725,2.119029502818228
9.0,5.0,291.5647460560945,24.0,5.687514864404863e-8,2.693772826533463
9.0,6.0,289.38485692434733,24.0,0.00046590179931453596,2.5188918157708415
9.0,7.0,295.5467620855703,24.0,0.0002675496479151255,2.910184925604536
9.0,8.0,290.32484735152156,24.0,3.572902442046365e-8,2.59814865708553
9.0,9.0,299.1141655882478,23.0,0.00014377386003625424,2.897947692153961
9.0,10.0,293.8047295117515,23.0,2.4780601921642956e-9,2.883584976261495
9.0,11.0,301.2390657116117,22.0,8.777363979026593e-5,2.8112900407765284
9.0,12.0,297.3307777696708,22.0,0.0001688291504177883,2.9804221760913023
9.0,13.0,303.52448799861753,20.0,5.0735859062306965e-6,2.635243084555513
9.0,14.0,301.14059282652596,20.0,7.345491742654306e-9,2.887701831858997
